OntoName,Category,Ranking_CORR_CTime,Racer_ETime,Racer_CTime,Racer_CORR,ELepHant_ETime,ELepHant_CTime,ELepHant_CORR,TrOWL_ETime,TrOWL_CTime,TrOWL_CORR,JFact_ETime,JFact_CTime,JFact_CORR,MOReHermiT_ETime,MOReHermiT_CTime,MOReHermiT_CORR,Konclude_ETime,Konclude_CTime,Konclude_CORR,FaCT++_ETime,FaCT++_CTime,FaCT++_CORR,ELK_ETime,ELK_CTime,ELK_CORR,Pellet-OA4_ETime,Pellet-OA4_CTime,Pellet-OA4_CORR,HermiT-OA4_ETime,HermiT-OA4_CTime,HermiT-OA4_CORR,DLFamily,OPR,AxMaxNesting,AvgNbrRestrict,HMaxNbr,HP_MaxDepth,SRBx,DpDISJ,SymmetricObjectProperty,OAS,ExactCardinality_C,DpEQUIV,HP_MultiParent,STBx,HP_MaxChildren,SDP,HC_MaxChildren,OpCHAIN,Complement_C,InverseFuncOPRatio,ClassAssertion,FunctionalObjectProperty,IrreflexiveOPRatio,FunctionalDataProperty,ObjectPropertyAssertion,IrrefexiveObjectProperty,GCI_C,SOP,ARichness,OP_COHESION,Union_R,HExtNbr,Indiv_SAME,DataPropertyAssertion,DisjointClasses,Complement_R,SubPropertyChainOf,MostCardinality_C,RRichness,Indiv_DIFF,AxiomMaxConst,RRBx,HP_MaxParents,HC_MaxParents,HP_MaxPropDegree,HC_MaxClassDegree,RTBx,CLS_NOM,SI,NPCD_Ratio,EquivalentClasses,OneOf_C,NPCD_C,RABx,ReflexiveOPRatio,DataPropertyDomain,SubObjectPropertyOf,Existentiel_C,SubDataPropertyOf,OpEQUIV,ClsDISJ_Ratio,OLAS,GCI_Ratio,ExactCardinality_R,TransitiveObjectProperty,OneOf_R,UI_Ratio,AxAvgNesting,SubClassOf,HasSelf_C,OntoConstructorDensity,EquivalentDataProperties,InverseOPRatio,SABx,Nom_Tbox,HasValue_R,SameIndividual,OpDISJ,LeastCardinality_R,DifferentIndividuals,PCD_Ratio,InverseFunctionalObjectProperty,EqDPRatio,MostCardinality_R,UI_Pattern,InverseObjectProperties,Existentiel_R,Intersection_C,Universal_R,Universal_C,HasValue_C,HasSelf_R,DisjointObjectProperties,HMinNbr,LeastCardinality_C,HC_MultiParents,EUR_Pattern,TransitiveOPRatio,EquivalentObjectProperties,SymmetricOPRatio,DataPropertyRange,CUR_Pattern,ReflexiveObjectProperty,HC_AvgChildren,DisjointUnion,EqOPRatio,Intersection_R,AsymmetricObjectProperty,FunctionalOPRatio,DisjOPRatio,EUR_Ratio,HP_COHESION,SC,HasHiearOPRatio,ChainOPRatio,PCD_C,ObjectPropertyDomain,HP_AvgChildren,Union_C,CUR_Ratio,ObjectPropertyRange,HC_DegreeCentrality,HP_DegreeCentrality,SDT
ore_ont_3916.owl,Test,"[Konclude 1 1, Racer 1 2, ELK 1 3, HermiT-OA4 1 4, TrOWL 1 5, JFact 1 6, MOReHermiT 2 7, ELepHant 4 8, FaCT++ 4 8, Pellet-OA4 4 8]",1096,260,Correct,4,0,Exec_err,990,480,Correct,1395,611,Correct,1349,0,Unexpected,78,23,Correct,589,0,Exec_err,528,326,Correct,1135,0,Exec_err,1252,448,Correct,SHN(D),DL,7,0.33,1,2,134,0,0,4497,6,0,0,147,5,33,9,0,0,0,18.11149033,0,0,0,38.20250284,0,0,31,0.846153846,0.002699055,9.090909091,1,0,37.2923777,1.160409556,0,0,10,0.460674157,0,4,3.048919226,1,2,5,9,3.344709898,0,797,0,0,0,0,2.12983779,0,0.750853242,0.113765643,2,0,0,87.17948718,4395,0,18.18181818,0.022753129,0,0,0.285551763,2.184300341,0,0.056122449,0,0,4114,0,0,0,0,18.18181818,0,65.30612245,0,0,30.3030303,0,0,6.060606061,0,18.18181818,6,0,0,0,1,6,2.631578947,0,0,0,0,0.750853242,0,0,2.846153846,0,0,0,0,0,0,0,0.021505376,39,30,0,96,0.705346985,5,3,0,0.705346985,0.201201201,0.166666667,6
ore_ont_3917.owl,Train,"[FaCT++ 1 1, Konclude 1 2, Pellet-OA4 1 3, TrOWL 2 4, MOReHermiT 2 4, ELK 2 4, Racer 3 7, HermiT-OA4 3 7, ELepHant 4 9, JFact 4 9]",219046,0,Timeout,16,0,Exec_err,3092,0,Unexpected,1756,0,Exec_err,79239,0,Unexpected,3756,3532,Correct,2492,1446,Correct,1348,0,Unexpected,117436,115710,Correct,211011,0,Timeout,SHOIF(D),DL,9,0,0,5,1307,0,0.085433575,24698,0,0,0.374531835,9485,16,53,254,0,0,0,27.38680051,0.06941478,0,0.016018795,12.12622811,0,6,534,0.009843982,1.14109E-07,3.738317757,0,0,2.862024776,0.41648868,0,0,0,0.090092817,0,2,6.97885519,3,7,16,254,50.64609141,7.20653789,4892,0.04217185,0.048056386,0,4,0.22626577,0,0.240281931,0.961127723,366,0,0,1.560178306,18728,0.063257775,0,0.112131568,0,0,1.399722341,50.18154635,388,0.04512388,0,56.04651163,7936,0,0,0,0,0,0,99.00896152,0,0,0,0,0.496582657,42.75700935,6,7.476635514,64,0,45.3271028,0,0,0,0.055731005,0,7.906976744,0,0.697674419,0.282998718,0,0,3.537603306,0,0,0.700934579,0,1.627906977,0,0,0.003155062,5384,66.97674419,0,9391,2.434856899,2,32,0,2.280008543,0.046620674,0.028862024,5
ore_ont_3919.owl,Test,"[ELepHant 1 1, ELK 1 2, MOReHermiT 1 3, TrOWL 1 4, Racer 1 5, HermiT-OA4 1 6, Pellet-OA4 1 7, Konclude 2 8, JFact 3 9, FaCT++ 3 9]",5934,2720,Correct,330,269,Correct,3029,1676,Correct,211021,0,Timeout,2717,1477,Correct,571,0,Unexpected,211007,0,Timeout,1259,670,Correct,5596,3885,Correct,4788,2915,Correct,ALER,EL,10,0,0,3,10,0,0,28659,0,0,0,21574,2,0,781,5,0,0,0,0,0,0,0,0,4028,31,0,0,0,0,0,0,0,0,0.023165308,0,0,0,1,0.046330615,1,7,2,781,99.95366938,0,0,0,0,0,0,0,0,0,0.023165308,8078,0,0,0,21584,18.67062205,0,0,0,0,2.787713121,99.95366938,0,0.497914156,0,0,0,0,0,0,0,0,0,81.32937795,0,0,0,0,0,75.20014895,2664,0,0,0,0,0,0,0,0.070982396,0,0,0,0,0,0,0,3.530638853,0,0,24.79985105,0,0,0,0,0.023655914,7045,0.13617232,0.123793018,17546,0,1.25,0,0,0,0.110484937,0.059770115,0
ore_ont_3931.owl,Test,"[Konclude 1 1, FaCT++ 1 2, TrOWL 1 3, Racer 1 4, ELK 1 5, HermiT-OA4 1 6, MOReHermiT 1 7, JFact 1 8, Pellet-OA4 1 9, ELepHant 4 10]",6341,220,Correct,13,0,Exec_err,756,190,Correct,2333,1326,Correct,1742,927,Correct,76,25,Correct,681,151,Correct,652,294,Correct,2731,1684,Correct,1600,599,Correct,SHIF,DL,7,0,0,2,42,0,0,5151,0,0,0,2779,2,0,68,0,0,0,0,0.035448423,0,0,0,0,193,24,0,4.38601E-07,0,0,0,0,2.126905353,0,0,0,0.026146132,0,3,1.488833747,1,2,2,70,98.51116625,0,0,0,6.841545551,0,0,0,0,0,0.177242113,218,0,0,4.638058084,2821,6.944944225,0,0.212690535,0,0,2.194966324,89.54271535,0,0.049298309,0,3.211009174,0,0,0,0,0,0,0,77.07808564,0,0,0,0,0.070896845,53.04136253,193,0,0,0,0,0,0,0,0.043365134,0,92.20183486,0,0,0,0,0,3.729792148,0,0,46.95863747,0,0,0,0,0.036231884,2307,92.20183486,0,2142,0.531726338,1.666666667,0,0,0.460829493,0.029786922,0.075098814,0
ore_ont_3936.owl,Train,"[Konclude 1 1, ELepHant 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, HermiT-OA4 1 6, Racer 1 7, JFact 1 8, Pellet-OA4 1 9, MOReHermiT 1 10]",125,0,Correct,9,0,Correct,340,52,Correct,849,213,Correct,879,319,Correct,18,3,Correct,329,32,Correct,306,90,Correct,899,214,Correct,788,118,Correct,ALH,QL,3,0,0,2,4,0,0,462,0,0,0,128,4,0,13,0,0,0,30.12048193,0,0,0,30.12048193,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1.204819277,1,6,4,14,38.55421687,0,200,0,0,0,0,18.14486863,0,0,1.204819277,7,0,0,0,332,3.90625,0,0,0,0,1.093373494,38.55421687,0,0.0546875,0,0,200,0,0,0,0,0,0,96.09375,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1.652892562,0,0,0,0,0,0,0,3.78125,0,0,0,0,0,0,0,0.222222222,122,14.28571429,0,123,0,4,0,0,0,0.101680672,0.5,0
ore_ont_394.owl,Train,"[Konclude 1 1, FaCT++ 1 2, TrOWL 1 3, ELK 1 4, HermiT-OA4 1 5, Pellet-OA4 1 6, Racer 2 7, ELepHant 2 7, JFact 2 7, MOReHermiT 2 7]",155,0,Unexpected,10,0,Unexpected,418,80,Correct,1365,0,Unexpected,1151,0,Unexpected,27,7,Correct,393,55,Correct,353,135,Correct,1635,911,Correct,1092,390,Correct,ALCRO,EL,8,0,0,0,75,0,0,888,0,0,1.492537313,479,3,0,10,7,0,0,2.555366269,0,0,0,2.896081772,0,108,67,0,0,0,0,0,0,0,0,1.192504259,0,0.010438413,87.5,2,12.77683135,2,9,4,18,81.60136286,2.127659574,16,0,0,5,0,0.957718193,0,0,11.58432709,173,0,0,0,587,22.54697286,0,0,2.283105023,0,2.117546848,81.60136286,0,0.228601253,0,0,33,31.25,0,0,0,0,0.170357751,77.45302714,0,0,0,0,0,78.99543379,41,0,0,0,0,0,0,0,1.282051282,0,0,0,0,0,0,0,2.912087912,0,0,18.72146119,0,0,0,0,0,235,91.32947977,12.13872832,371,0,1.096774194,0,0,0,0.068114548,0.030769231,0
ore_ont_3954.owl,Test,"[MOReHermiT 1 1, Pellet-OA4 1 2, ELK 1 3, TrOWL 1 4, Konclude 1 5, HermiT-OA4 1 6, Racer 1 7, FaCT++ 1 8, JFact 3 9, ELepHant 4 10]",32217,3180,Correct,34,0,Exec_err,3177,1759,Correct,211007,0,Timeout,3080,1213,Correct,3443,1892,Correct,108331,106890,Correct,2007,1609,Correct,3867,1264,Correct,4387,1921,Correct,ALE+,DL,3,0,0,0,2,0,0,158179,0,0,0,9567,0,0,468,0,0,0,93.5785419,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.001342138,0,4,0,469,6.420115961,0,0,0,0,0,0,0.062797647,0,0,0,6231,0,0,0,149016,0,0,0.001342138,0,0,1.10600204,6.420115961,0,0.651301348,0,0,139447,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.021831678,0,100,0,0,0,0,0,5.504950495,0,0,0,0,0,0,0,0,9161,0,0,9567,0,0,0,0,0,0.051132527,0,0
ore_ont_3966.owl,Train,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, Pellet-OA4 1 6, HermiT-OA4 1 7, MOReHermiT 1 8, JFact 2 9, ELepHant 4 10]",214,40,Correct,6,0,Exec_err,455,95,Correct,1424,0,Unexpected,1141,520,Correct,26,7,Correct,415,55,Correct,396,173,Correct,1048,276,Correct,1044,310,Correct,S,DL,11,0,0,0,3,0,0,1390,0,0,0,615,0,0,107,0,0,0,22.75,0,0,0,0,0,25,1,0,1.15105E-05,0,0,0,0,0.5,0,0,0,0.008116883,0,5,0.375,0,2,0,107,76.875,0,0,0,3.125,0,0,2.84375,0,0,0,46,0,0,1.355932203,800,4.06504065,0,0.125,0,0,1.915,73.25,0,0.023089431,0,0,182,0,0,0,0,0,0,91.2195122,0,0,0,0,0,64.78873239,25,0,0,0,0,0,0,0,0.169779287,0,100,0,0,0,0,0,5.318181818,0,0,35.21126761,0,0,0,0,0,590,0,0,561,0.125,0,0,0,0.125,0.179203027,0,0
ore_ont_3968.owl,Train,"[ELepHant 1 1, Konclude 1 2, Racer 1 3, TrOWL 1 4, FaCT++ 1 5, ELK 1 6, HermiT-OA4 1 7, MOReHermiT 1 8, Pellet-OA4 1 9, JFact 1 10]",641,70,Correct,22,4,Correct,681,129,Correct,1912,947,Correct,1344,613,Correct,69,18,Correct,697,204,Correct,497,233,Correct,1712,642,Correct,1532,593,Correct,ALE+,EL,3,0,0,0,1,0,0,4600,0,0,0,2732,0,0,80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036589828,0,4,0,81,99.96341017,0,0,0,0,0,0,0,0,0,0,1952,0,0,0,2733,0,0,0.036589828,0,0,2.713501647,99.96341017,0,0.714494876,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0.107296137,0,0,0,0,0,0,0,5.131578947,0,0,0,0,0,0,0,0,1864,0,0,2732,0,0,0,0,0,0.043075252,0,0
ore_ont_3978.owl,Train,"[Konclude 1 1, FaCT++ 1 2, TrOWL 1 3, ELK 1 4, Pellet-OA4 1 5, MOReHermiT 1 6, HermiT-OA4 1 7, JFact 1 8, Racer 2 9, ELepHant 4 10]",326,0,Unexpected,9,0,Exec_err,591,153,Correct,1780,978,Correct,1215,535,Correct,44,16,Correct,555,127,Correct,447,203,Correct,1347,492,Correct,1395,576,Correct,ALEH+,DL,11,0,0,3,12,0,0,1672,0,0,3.125,663,4,0,0,0,0,0,0.442477876,0,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,5,1.769911504,2,0,4,0,97.78761062,0,0,98.49170437,96.90265487,0,653,0.065262224,0,0,1.474926254,717,0,0,0,678,0.60331825,0,0.294985251,0,0,5.030973451,0.884955752,0,0.414479638,0,0,3,0,0,0,0,0,0,0.301659125,0,0,0,0,0,52.18340611,657,0,0,0,0,0,0,0,0,0,2.231520223,0,0,0,0,0,0,0,0,47.81659389,0,0,0,0,0.044354839,962,40.72524407,0,2,0,1.666666667,0,0,0,0,0.116129032,0
ore_ont_3987.owl,Train,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, TrOWL 1 4, ELK 1 5, JFact 1 6, Pellet-OA4 1 7, HermiT-OA4 1 8, MOReHermiT 1 9, ELepHant 4 10]",115,30,Correct,5,0,Exec_err,372,53,Correct,780,156,Correct,1148,572,Correct,17,2,Correct,316,28,Correct,315,122,Correct,863,200,Correct,982,350,Correct,SHI(D),DL,4,0,0,0,179,0,0.578034682,456,0,0,0,106,0,37,4,0,0,0,13.58381503,0,0,0,4.046242775,0,0,43,1.233333333,0.004597701,0,0,0,0,26.30057803,0,0,0,0.899328859,0,0,51.73410405,0,2,0,4,30.63583815,0,47,0,0,0,0,5.095392429,0,10.69364162,0,0,2.89017341,0,46.66666667,346,0,0,2.023121387,0,0,1.182080925,4.335260116,0,0,0,0,61,0,0,0,0,0,0,14.1509434,0,0,0,0,1.734104046,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,8.959537572,0,0,2.142857143,0,0,0,0,0,0,0,0,30,0,0,15,12.42774566,0,0,0,12.42774566,0.110837438,0,5
ore_ont_399.owl,Test,"[Konclude 1 1, FaCT++ 1 2, Racer 1 3, Pellet-OA4 1 4, JFact 1 5, MOReHermiT 1 6, HermiT-OA4 1 7, TrOWL 2 8, ELK 2 8, ELepHant 4 10]",1401,440,Correct,12,0,Exec_err,1336,0,Unexpected,2983,1719,Correct,3859,2882,Correct,149,64,Correct,869,200,Correct,887,0,Unexpected,2933,1713,Correct,11436,10270,Correct,SHOIN(D),DL,4,0,0,5,287,0,0.058479532,8524,3,8,0.502512563,4366,14,36,53,0,0,0,3.138401559,0,0,0,3.528265107,0,368,199,0.011392405,1.18802E-07,0.587544066,1,1.282051282,2.553606238,1.559454191,0,0,0,0.060816876,0,1,5.59454191,2,3,15,54,85.10721248,3.196202532,156,9.688502061,8.382066277,0,423,0.181252351,0,0.331384016,1.676413255,71,0.058479532,30,4.746835443,5130,8.428767751,0,0.136452242,0,0,1.907017544,75.16569201,101,0.194915254,0.07797271,6.44295302,477,0,0,0.07797271,0,0,0,72.24003665,0,0,0,0,0.214424951,8.343125734,0,78.84841363,671,0,11.86839013,0,0,0,0.063311174,0,4.832214765,0.331384016,1.342281879,0.409356725,0,0,4.074858757,0,5.234899329,0,0,0,0,0,0.012385158,3160,50.20134228,0,3154,0.545808967,2.529411765,5,0,1.754385965,0.016531515,0.07211711,4
ore_ont_4006.owl,Test,"[ELepHant 1 1, Konclude 1 2, ELK 1 3, Racer 1 4, FaCT++ 1 5, Pellet-OA4 1 6, MOReHermiT 1 7, HermiT-OA4 1 8, TrOWL 1 9, JFact 1 10]",9212,1040,Correct,211,48,Correct,4035,2453,Correct,41650,39349,Correct,3557,1800,Correct,1261,458,Correct,3051,1640,Correct,1344,726,Correct,3823,1668,Correct,4382,2216,Correct,AL,FULL,2,0,0,0,0,0,0,90929,0,0,0,45461,0,0,22757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22757,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45461,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6494.428571,0,0,0,0,0,0,0,0,45468,0,0,45461,0,0,0,0,0,0.500494892,0,0
ore_ont_4032.owl,Train,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, JFact 1 5, Pellet-OA4 1 6, MOReHermiT 1 7, HermiT-OA4 1 8, ELK 2 9, ELepHant 4 10]",236,50,Correct,5,0,Exec_err,495,105,Correct,1093,375,Correct,1466,822,Correct,36,11,Correct,443,53,Correct,374,0,Unexpected,1283,483,Correct,2266,1491,Correct,SHOIN(D),DL,4,1.035,0,4,97,0,0.109769484,1387,2,4,0,499,4,22,23,0,0,0,11.30625686,0,0,0,14.70911087,0,30,54,0.054862843,1.13143E-05,1.449275362,1,1.941747573,8.34248079,1.536772777,0,0,0,0.093984962,0,1,10.64763996,1,2,4,24,54.77497256,0.748129676,103,6.613226453,3.622392975,0,33,3.795541985,0,0.878155873,1.317233809,2,0.329308452,2,5.985037406,911,6.012024048,2.898550725,0.768386389,0,0,1.34467618,49.61580681,3,0.138276553,0.219538968,15.38461538,315,0,0,0.219538968,0,5.797101449,0,83.16633267,0,0,0,0,0.54884742,2.898550725,0,82.60869565,57,0,4.347826087,0,2,4,0.25,0,15.38461538,0.109769484,0,0.987925357,0,0,3.537735849,0,0,0,0,0,0,0,0.020964361,401,15.38461538,0,415,1.756311745,2.4,1,0,3.622392975,0.055729777,0.069666183,4
ore_ont_4033.owl,Train,"[ELepHant 1 1, ELK 1 2, Konclude 1 3, MOReHermiT 1 4, TrOWL 1 5, Racer 1 6, HermiT-OA4 1 7, Pellet-OA4 1 8, JFact 3 9, FaCT++ 3 9]",40056,20430,Correct,548,112,Correct,3532,1719,Correct,211015,0,Timeout,3563,1490,Correct,2748,1335,Correct,206404,0,Timeout,1327,905,Correct,151877,148906,Correct,42025,39069,Correct,ALE,EL,10,0,0,0,0,0,0,84389,0,0,0,40250,0,0,0,0,0,0,46.48246885,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,53.51753115,0,34875,0,0,0,0,0.061804397,0,0,0,75632,0,0,0,75209,0,0,0,0,0,4.427103139,53.51753115,0,0.377709317,0,0,34959,0,0,0,0,0,0,100,0,0,0,0,0,99.49746099,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502539006,0,0,0,0,0,9158,0,0,40250,0,0,0,0,0,0,0,0
ore_ont_4035.owl,Train,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, HermiT-OA4 1 6, JFact 1 7, MOReHermiT 1 8, Pellet-OA4 1 9, ELepHant 4 10]",141,20,Correct,5,0,Exec_err,503,83,Correct,1033,379,Correct,964,382,Correct,20,4,Correct,357,31,Correct,348,143,Correct,1356,669,Correct,788,143,Correct,ALE+,DL,3,0,0,0,2,0,0,752,0,0,0,235,0,0,6,0,0,0,61.71243942,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.323101777,0,1,0,6,37.9644588,0,0,0,0,0,0,9.969699421,0,0,0,229,0,0,0,619,0,0,0.323101777,0,0,1.746365105,37.9644588,0,0.974468085,0,0,382,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,6,0,0,0,0,0,0,0,0,131,0,0,235,0,0,0,0,0,0.046153846,0,0
ore_ont_4049.owl,Train,"[ELK 1 1, MOReHermiT 1 2, TrOWL 1 3, Racer 2 4, Konclude 2 4, HermiT-OA4 2 4, ELepHant 4 7, JFact 4 7, FaCT++ 4 7, Pellet-OA4 4 7]",639,0,Unexpected,9,0,Exec_err,3010,1858,Correct,1694,0,Exec_err,2428,1030,Correct,1033,0,Unexpected,1201,0,Exec_err,1054,822,Correct,2863,0,Exec_err,2646,0,Unexpected,ALUH(D),DL,19,0,0,2,5315,0,0,61713,0,0,0.086805556,209,18,1078,21,0,0,0,39.23153507,0,0,0,23.86898635,0,0,1152,4.990740741,8.5871E-05,0,0,0,27.5780024,0,0,0,0,0.848110465,0,0,8.968799042,2,1,18,22,0.35267714,0,11758,0,0,0,0,0.153015514,0,1.716137088,1.081655726,0,0.936534989,0,0,59261,0,0,0,0,0,0.461652689,0.35267714,0,0,0,0,53737,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358397597,0,0,5.828571429,0,0,0,0,0,0,0,0.001933705,216,0,0,209,1.906818987,1.324380165,0,0,1.969254653,0.09481813,0.014697239,13
ore_ont_4054.owl,Train,"[ELK 1 1, MOReHermiT 1 2, Konclude 1 3, HermiT-OA4 1 4, Racer 1 5, Pellet-OA4 1 6, JFact 3 7, FaCT++ 3 7, ELepHant 4 9, TrOWL 4 9]",72476,15880,Correct,126,0,Exec_err,60009,0,Exec_err,211009,0,Timeout,5122,2679,Correct,5764,3001,Correct,211058,0,Timeout,2943,2473,Correct,22033,18619,Correct,14238,10778,Correct,ALER+,DL,5,0,0,2,5,0,0,268374,0,0,0,57795,2,0,1425,2,0,0,75.73467674,0,0,0,0,0,4145,5,0,0,0,0,0,0,0,0,0.000419815,0,0,0,2,0.002099076,1,7,2,1425,24.26322418,0,8,0,1.740134341,0,0,0.031794575,0,0,0.000839631,13640,0,0,0,238200,7.171900683,0,0.000839631,0,0,1.334676742,22.52308984,0,0.153862791,0,0,180400,0,0,0,0,0,0,70.79851198,0,0,0,0,0,76.69384313,4145,0,0,0,0,0,0,0,0.016573304,0,38.04252199,0,0,0,0,0,4.263711858,0,0,23.30615687,0,0,0,0,0.4,30169,61.95747801,60.9457478,40918,0,2,0,0,0,0.047141577,0.5,0
ore_ont_4074.owl,Train,"[ELepHant 1 1, Konclude 1 2, FaCT++ 1 3, ELK 1 4, TrOWL 1 5, HermiT-OA4 1 6, Pellet-OA4 1 7, JFact 1 8, MOReHermiT 1 9, Racer 2 10]",203,0,Unexpected,12,1,Correct,478,120,Correct,992,289,Correct,1047,433,Correct,30,6,Correct,412,44,Correct,321,106,Correct,998,260,Correct,929,228,Correct,ALC,EL,5,0,0,0,0,0,0,1137,0,0,0,766,0,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,56.52741514,0,0,0,0.565274151,0,2,0,0,2,0,14,100,0,0,0.130548303,0.130548303,0,1,0,0,0,0,3,0,0,61.78861789,766,0,0,0,0,0,2.006527415,43.34203655,0,0.002610966,0,0,0,0,0,0,0,0,0,43.34203655,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0.27100271,0,0,0,0,0,0,0,2.598425197,0,0,25,0,0,0,0,0,369,0,0,332,0,0,0,0,0,0.033363938,0,0
ore_ont_4092.owl,Train,"[Konclude 1 1, FaCT++ 1 2, JFact 1 3, MOReHermiT 1 4, Pellet-OA4 1 5, HermiT-OA4 1 6, Racer 2 7, TrOWL 2 7, ELK 2 7, ELepHant 4 10]",1806,0,Unexpected,11,0,Exec_err,1541,0,Unexpected,3609,2321,Correct,3731,2686,Correct,173,77,Correct,997,287,Correct,862,0,Unexpected,8548,7236,Correct,39939,38646,Correct,SHOIN(D),DL,4,0,0,5,422,0,0.044603033,10597,5,8,0.324675325,4605,19,29,51,0,0,0,20.24977698,0,0,0,1.129943503,0,279,308,0.008203678,1.10194E-07,0.267379679,1,0.163132137,0,0.936663693,0,0,0,0.098088637,0.163132137,1,6.274159976,2,3,20,52,68.46565566,7.015558699,1226,7.100977199,4.950936664,0,327,0.375560279,0,0.074338388,1.769253643,114,0,58,3.140028289,6726,6.058631922,0,0.074338388,0,0,1.676776687,62.57805531,261,0.162432139,0.059470711,2.680412371,1699,0,0,2.631578947,0,0,1.248884924,82.84473398,0,0,0,0,0.237882843,15.24064171,0,48.93048128,366,0,34.89304813,0,0,0,0.056593096,0,2.06185567,0.594707107,0.206185567,0.267618198,0,0,3.816168328,0,11.13402062,0,0,0,0,0,0.00839714,3535,45.36082474,0,3815,0.832589949,2.833333333,2,0,2.319357716,0.014174396,0.063038896,2
ore_ont_4106.owl,Test,"[Konclude 1 1, Racer 1 2, FaCT++ 1 3, TrOWL 1 4, ELK 1 5, HermiT-OA4 1 6, JFact 1 7, Pellet-OA4 1 8, MOReHermiT 1 9, ELepHant 4 10]",69,10,Correct,5,0,Exec_err,321,42,Correct,760,149,Correct,904,354,Correct,20,5,Correct,311,25,Correct,282,87,Correct,836,175,Correct,720,101,Correct,ALHI,DL,3,0,0,0,11,0,0,224,0,0,0,116,0,0,12,0,0,0,0,0,0,0,0,0,1,42,0,1.54607E-05,0,0,0,0,0,0,0,0,0.008547009,0,1,8.661417323,0,1,0,12,91.33858268,0,0,0.862068966,0.787401575,0,1,0,0,0,0,0,0,2,0,127,0.862068966,0,0,0,0,2.330708661,90.5511811,0,0.586206897,0,32.35294118,0,0,0,0,0,0,0,98.27586207,0,0,0,0,7.086614173,0,0,100,68,0,0,0,0,0,0,0,0,0.787401575,0,0,0,0,2.9375,0,14.70588235,0,0,0,0,0,0,56,0,0,114,0,0,0,0,0.787401575,0.197763802,0,0
ore_ont_412.owl,Train,"[Konclude 1 1, ELepHant 1 2, TrOWL 1 3, ELK 1 4, HermiT-OA4 1 5, Pellet-OA4 1 6, Racer 2 7, MOReHermiT 2 7, FaCT++ 3 9, JFact 4 10]",636,0,Unexpected,153,139,Correct,832,350,Correct,883,0,Exec_err,1407,0,Unexpected,72,23,Correct,211012,0,Timeout,755,421,Correct,19624,18675,Correct,1957,1067,Correct,ALER,EL,7,0,0,0,181,0,0,3781,0,0,1.694915254,2317,9,0,19,18,0,0,0,0,0,0,0,0,396,118,0,0,0,0,0,0,0,0,0.720576461,0,0,0,1,7.245796637,3,19,10,27,92.75420336,0,0,0,0,0,0,0,0,0,6.525220176,599,0,0,0,2498,17.09106603,0,0,0,0,2.24979984,92.75420336,0,0.325420803,0,0,0,0,0,0,0,0,0,82.90893397,0,0,0,0,0,79.44297082,155,0,0,0,0,0,0,0,0.25751073,0,0,0,0,0,0,0,2.562295082,0,0,20.55702918,0,0,0,0,0,1166,98.83138564,14.02337229,1921,0,1.523364486,0,0,0,0.020926594,0.062923666,0
